AAPL (APPLE INC),171.51,+0.40,
Jan 28 2018 @ 22:49 ET,Bid,171.39,Ask,171.40,Size,2x2,Vol,39143011,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Jul 15.00 (AAPL1820G15-K),0.0,0.0,154.25,158.60,0,0,18 Jul 15.00 (AAPL1820S15-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 15.00 (AAPL1820G15-O),0.0,0.0,154.00,158.60,0,0,18 Jul 15.00 (AAPL1820S15-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 15.00 (AAPL1820G15-OG),0.0,0.0,153.60,158.60,0,0,18 Jul 15.00 (AAPL1820S15-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 15.00 (AAPL1820G15-P),0.0,0.0,0.0,0.0,0,0,18 Jul 15.00 (AAPL1820S15-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 15.00 (AAPL1820G15-S),0.0,0.0,154.25,158.60,0,0,18 Jul 15.00 (AAPL1820S15-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 15.00 (AAPL1820G15-X),0.0,0.0,154.25,158.55,0,0,18 Jul 15.00 (AAPL1820S15-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 15.00 (AAPL1820G15-Y),0.0,0.0,155.60,157.35,0,0,18 Jul 15.00 (AAPL1820S15-Y),0.0,0.0,0.0,0.15,0,0,
18 Jul 17.50 (AAPL1820G17.5),0.0,0.0,153.10,154.85,0,0,18 Jul 17.50 (AAPL1820S17.5),0.0,0.0,0.0,0.02,0,0,
18 Jul 17.50 (AAPL1820G17.5-3),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 17.50 (AAPL1820G17.5-4),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 17.50 (AAPL1820G17.5-8),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-8),0.0,0.0,0.0,0.30,0,0,
18 Jul 17.50 (AAPL1820G17.5-A),0.0,0.0,0.0,0.0,0,0,18 Jul 17.50 (AAPL1820S17.5-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 17.50 (AAPL1820G17.5-B),0.0,0.0,151.50,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 17.50 (AAPL1820G17.5-E),0.0,0.0,153.10,154.85,0,0,18 Jul 17.50 (AAPL1820S17.5-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 17.50 (AAPL1820G17.5-I),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 17.50 (AAPL1820G17.5-J),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 17.50 (AAPL1820G17.5-K),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 17.50 (AAPL1820G17.5-O),0.0,0.0,151.50,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 17.50 (AAPL1820G17.5-OG),0.0,0.0,151.10,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 17.50 (AAPL1820G17.5-P),0.0,0.0,0.0,0.0,0,0,18 Jul 17.50 (AAPL1820S17.5-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 17.50 (AAPL1820G17.5-S),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 17.50 (AAPL1820G17.5-X),0.0,0.0,151.75,156.10,0,0,18 Jul 17.50 (AAPL1820S17.5-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 17.50 (AAPL1820G17.5-Y),0.0,0.0,153.10,154.85,0,0,18 Jul 17.50 (AAPL1820S17.5-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 20.00 (AAPL1820G20),0.0,0.0,150.60,152.35,0,0,18 Jul 20.00 (AAPL1820S20),0.0,0.0,0.0,0.02,0,0,
18 Jul 20.00 (AAPL1820G20-3),0.0,0.0,149.25,153.60,0,0,18 Jul 20.00 (AAPL1820S20-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 20.00 (AAPL1820G20-4),0.0,0.0,149.25,153.60,0,0,18 Jul 20.00 (AAPL1820S20-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 20.00 (AAPL1820G20-8),0.0,0.0,149.25,153.60,0,0,18 Jul 20.00 (AAPL1820S20-8),0.0,0.0,0.0,0.36,0,0,
18 Jul 20.00 (AAPL1820G20-A),0.0,0.0,0.0,0.0,0,0,18 Jul 20.00 (AAPL1820S20-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 20.00 (AAPL1820G20-B),0.0,0.0,149.00,153.60,0,0,18 Jul 20.00 (AAPL1820S20-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 20.00 (AAPL1820G20-E),0.0,0.0,150.60,152.35,0,0,18 Jul 20.00 (AAPL1820S20-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 20.00 (AAPL1820G20-I),0.0,0.0,149.25,153.60,0,0,18 Jul 20.00 (AAPL1820S20-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 20.00 (AAPL1820G20-J),0.0,0.0,149.25,153.60,0,0,18 Jul 20.00 (AAPL1820S20-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 20.00 (AAPL1820G20-K),0.0,0.0,149.25,153.60,0,0,18 Jul 20.00 (AAPL1820S20-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 20.00 (AAPL1820G20-O),0.0,0.0,149.00,153.60,0,0,18 Jul 20.00 (AAPL1820S20-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 20.00 (AAPL1820G20-OG),0.0,0.0,148.60,153.60,0,0,18 Jul 20.00 (AAPL1820S20-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 20.00 (AAPL1820G20-P),0.0,0.0,0.0,0.0,0,0,18 Jul 20.00 (AAPL1820S20-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 20.00 (AAPL1820G20-S),0.0,0.0,149.25,153.60,0,0,18 Jul 20.00 (AAPL1820S20-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 20.00 (AAPL1820G20-X),0.0,0.0,149.25,153.55,0,0,18 Jul 20.00 (AAPL1820S20-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 20.00 (AAPL1820G20-Y),0.0,0.0,150.60,152.35,0,0,18 Jul 20.00 (AAPL1820S20-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 22.50 (AAPL1820G22.5),0.0,0.0,148.10,149.85,0,0,18 Jul 22.50 (AAPL1820S22.5),0.0,0.0,0.0,0.02,0,0,
18 Jul 22.50 (AAPL1820G22.5-3),0.0,0.0,146.75,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 22.50 (AAPL1820G22.5-4),0.0,0.0,148.10,149.85,0,0,18 Jul 22.50 (AAPL1820S22.5-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 22.50 (AAPL1820G22.5-8),0.0,0.0,146.75,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-8),0.0,0.0,0.0,0.36,0,0,
18 Jul 22.50 (AAPL1820G22.5-A),0.0,0.0,0.0,0.0,0,0,18 Jul 22.50 (AAPL1820S22.5-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 22.50 (AAPL1820G22.5-B),0.0,0.0,146.50,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 22.50 (AAPL1820G22.5-E),0.0,0.0,148.10,149.85,0,0,18 Jul 22.50 (AAPL1820S22.5-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 22.50 (AAPL1820G22.5-I),0.0,0.0,146.75,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 22.50 (AAPL1820G22.5-J),0.0,0.0,146.75,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 22.50 (AAPL1820G22.5-K),0.0,0.0,146.75,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 22.50 (AAPL1820G22.5-O),0.0,0.0,146.50,150.95,0,0,18 Jul 22.50 (AAPL1820S22.5-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 22.50 (AAPL1820G22.5-OG),0.0,0.0,146.10,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 22.50 (AAPL1820G22.5-P),0.0,0.0,0.0,0.0,0,0,18 Jul 22.50 (AAPL1820S22.5-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 22.50 (AAPL1820G22.5-S),0.0,0.0,146.75,151.10,0,0,18 Jul 22.50 (AAPL1820S22.5-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 22.50 (AAPL1820G22.5-X),0.0,0.0,146.75,151.05,0,0,18 Jul 22.50 (AAPL1820S22.5-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 22.50 (AAPL1820G22.5-Y),0.0,0.0,148.10,149.85,0,0,18 Jul 22.50 (AAPL1820S22.5-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 25.00 (AAPL1820G25),0.0,0.0,145.60,147.35,0,0,18 Jul 25.00 (AAPL1820S25),0.0,0.0,0.0,0.02,0,0,
18 Jul 25.00 (AAPL1820G25-3),0.0,0.0,144.25,148.60,0,0,18 Jul 25.00 (AAPL1820S25-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 25.00 (AAPL1820G25-4),0.0,0.0,145.60,147.35,0,0,18 Jul 25.00 (AAPL1820S25-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 25.00 (AAPL1820G25-8),0.0,0.0,144.25,148.60,0,0,18 Jul 25.00 (AAPL1820S25-8),0.0,0.0,0.0,0.30,0,0,
18 Jul 25.00 (AAPL1820G25-A),0.0,0.0,0.0,0.0,0,0,18 Jul 25.00 (AAPL1820S25-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 25.00 (AAPL1820G25-B),0.0,0.0,144.00,148.60,0,0,18 Jul 25.00 (AAPL1820S25-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 25.00 (AAPL1820G25-E),0.0,0.0,145.60,147.35,0,0,18 Jul 25.00 (AAPL1820S25-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 25.00 (AAPL1820G25-I),0.0,0.0,144.25,148.60,0,0,18 Jul 25.00 (AAPL1820S25-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 25.00 (AAPL1820G25-J),0.0,0.0,144.25,148.60,0,0,18 Jul 25.00 (AAPL1820S25-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 25.00 (AAPL1820G25-K),0.0,0.0,144.25,148.60,0,0,18 Jul 25.00 (AAPL1820S25-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 25.00 (AAPL1820G25-O),0.0,0.0,144.00,148.45,0,0,18 Jul 25.00 (AAPL1820S25-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 25.00 (AAPL1820G25-OG),0.0,0.0,143.60,148.60,0,0,18 Jul 25.00 (AAPL1820S25-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 25.00 (AAPL1820G25-P),0.0,0.0,0.0,0.0,0,0,18 Jul 25.00 (AAPL1820S25-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 25.00 (AAPL1820G25-S),0.0,0.0,144.25,148.60,0,0,18 Jul 25.00 (AAPL1820S25-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 25.00 (AAPL1820G25-X),0.0,0.0,144.25,148.60,0,0,18 Jul 25.00 (AAPL1820S25-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 25.00 (AAPL1820G25-Y),0.0,0.0,145.60,147.35,0,0,18 Jul 25.00 (AAPL1820S25-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 30.00 (AAPL1820G30),0.0,0.0,140.60,142.35,0,0,18 Jul 30.00 (AAPL1820S30),0.0,0.0,0.0,0.02,0,0,
18 Jul 30.00 (AAPL1820G30-3),0.0,0.0,139.25,143.60,0,0,18 Jul 30.00 (AAPL1820S30-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 30.00 (AAPL1820G30-4),0.0,0.0,139.25,142.35,0,0,18 Jul 30.00 (AAPL1820S30-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 30.00 (AAPL1820G30-8),0.0,0.0,139.25,143.60,0,0,18 Jul 30.00 (AAPL1820S30-8),0.0,0.0,0.0,0.36,0,0,
18 Jul 30.00 (AAPL1820G30-A),0.0,0.0,0.0,0.0,0,0,18 Jul 30.00 (AAPL1820S30-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 30.00 (AAPL1820G30-B),0.0,0.0,139.00,143.60,0,0,18 Jul 30.00 (AAPL1820S30-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 30.00 (AAPL1820G30-E),0.0,0.0,140.50,142.35,0,0,18 Jul 30.00 (AAPL1820S30-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 30.00 (AAPL1820G30-I),0.0,0.0,139.25,143.60,0,0,18 Jul 30.00 (AAPL1820S30-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 30.00 (AAPL1820G30-J),0.0,0.0,139.25,143.60,0,0,18 Jul 30.00 (AAPL1820S30-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 30.00 (AAPL1820G30-K),0.0,0.0,139.25,143.60,0,0,18 Jul 30.00 (AAPL1820S30-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 30.00 (AAPL1820G30-O),0.0,0.0,139.00,143.45,0,0,18 Jul 30.00 (AAPL1820S30-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 30.00 (AAPL1820G30-OG),0.0,0.0,138.60,143.60,0,0,18 Jul 30.00 (AAPL1820S30-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 30.00 (AAPL1820G30-P),0.0,0.0,0.0,0.0,0,0,18 Jul 30.00 (AAPL1820S30-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 30.00 (AAPL1820G30-S),0.0,0.0,139.25,143.60,0,0,18 Jul 30.00 (AAPL1820S30-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 30.00 (AAPL1820G30-X),0.0,0.0,139.25,143.60,0,0,18 Jul 30.00 (AAPL1820S30-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 30.00 (AAPL1820G30-Y),0.0,0.0,140.60,142.35,0,0,18 Jul 30.00 (AAPL1820S30-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 35.00 (AAPL1820G35),0.0,0.0,135.65,137.35,0,0,18 Jul 35.00 (AAPL1820S35),0.0,0.0,0.0,0.02,0,0,
18 Jul 35.00 (AAPL1820G35-3),0.0,0.0,134.25,138.60,0,0,18 Jul 35.00 (AAPL1820S35-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 35.00 (AAPL1820G35-4),0.0,0.0,135.65,137.40,0,0,18 Jul 35.00 (AAPL1820S35-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 35.00 (AAPL1820G35-8),0.0,0.0,134.25,138.60,0,0,18 Jul 35.00 (AAPL1820S35-8),0.0,0.0,0.0,0.30,0,0,
18 Jul 35.00 (AAPL1820G35-A),0.0,0.0,0.0,0.0,0,0,18 Jul 35.00 (AAPL1820S35-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 35.00 (AAPL1820G35-B),0.0,0.0,134.00,138.60,0,0,18 Jul 35.00 (AAPL1820S35-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 35.00 (AAPL1820G35-E),0.0,0.0,135.65,137.40,0,0,18 Jul 35.00 (AAPL1820S35-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 35.00 (AAPL1820G35-I),0.0,0.0,134.25,138.60,0,0,18 Jul 35.00 (AAPL1820S35-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 35.00 (AAPL1820G35-J),0.0,0.0,134.25,138.60,0,0,18 Jul 35.00 (AAPL1820S35-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 35.00 (AAPL1820G35-K),0.0,0.0,134.25,138.60,0,0,18 Jul 35.00 (AAPL1820S35-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 35.00 (AAPL1820G35-O),0.0,0.0,134.00,138.45,0,0,18 Jul 35.00 (AAPL1820S35-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 35.00 (AAPL1820G35-OG),0.0,0.0,133.60,138.60,0,0,18 Jul 35.00 (AAPL1820S35-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 35.00 (AAPL1820G35-P),0.0,0.0,0.0,0.0,0,0,18 Jul 35.00 (AAPL1820S35-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 35.00 (AAPL1820G35-S),0.0,0.0,134.25,138.55,0,0,18 Jul 35.00 (AAPL1820S35-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 35.00 (AAPL1820G35-X),0.0,0.0,134.25,138.55,0,0,18 Jul 35.00 (AAPL1820S35-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 35.00 (AAPL1820G35-Y),0.0,0.0,135.60,137.35,0,0,18 Jul 35.00 (AAPL1820S35-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 40.00 (AAPL1820G40),0.0,0.0,130.65,132.35,0,0,18 Jul 40.00 (AAPL1820S40),0.0,0.0,0.0,0.02,0,0,
18 Jul 40.00 (AAPL1820G40-3),0.0,0.0,129.25,133.60,0,0,18 Jul 40.00 (AAPL1820S40-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 40.00 (AAPL1820G40-4),0.0,0.0,130.65,132.40,0,0,18 Jul 40.00 (AAPL1820S40-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 40.00 (AAPL1820G40-8),0.0,0.0,129.25,133.60,0,0,18 Jul 40.00 (AAPL1820S40-8),0.0,0.0,0.0,0.36,0,0,
18 Jul 40.00 (AAPL1820G40-A),0.0,0.0,0.0,0.0,0,0,18 Jul 40.00 (AAPL1820S40-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 40.00 (AAPL1820G40-B),0.0,0.0,129.00,133.60,0,0,18 Jul 40.00 (AAPL1820S40-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 40.00 (AAPL1820G40-E),0.0,0.0,130.65,132.40,0,0,18 Jul 40.00 (AAPL1820S40-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 40.00 (AAPL1820G40-I),0.0,0.0,129.25,133.60,0,0,18 Jul 40.00 (AAPL1820S40-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 40.00 (AAPL1820G40-J),0.0,0.0,129.25,133.60,0,0,18 Jul 40.00 (AAPL1820S40-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 40.00 (AAPL1820G40-K),0.0,0.0,129.25,133.60,0,0,18 Jul 40.00 (AAPL1820S40-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 40.00 (AAPL1820G40-O),0.0,0.0,129.00,133.50,0,0,18 Jul 40.00 (AAPL1820S40-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 40.00 (AAPL1820G40-OG),0.0,0.0,128.60,133.60,0,0,18 Jul 40.00 (AAPL1820S40-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 40.00 (AAPL1820G40-P),0.0,0.0,0.0,0.0,0,0,18 Jul 40.00 (AAPL1820S40-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 40.00 (AAPL1820G40-S),0.0,0.0,129.25,133.55,0,0,18 Jul 40.00 (AAPL1820S40-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 40.00 (AAPL1820G40-X),0.0,0.0,129.25,133.55,0,0,18 Jul 40.00 (AAPL1820S40-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 40.00 (AAPL1820G40-Y),0.0,0.0,130.60,132.35,0,0,18 Jul 40.00 (AAPL1820S40-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 45.00 (AAPL1820G45),0.0,0.0,125.60,127.35,0,0,18 Jul 45.00 (AAPL1820S45),0.0,0.0,0.0,0.02,0,0,
18 Jul 45.00 (AAPL1820G45-3),0.0,0.0,124.35,128.65,0,0,18 Jul 45.00 (AAPL1820S45-3),0.0,0.0,0.0,2.13,0,0,
18 Jul 45.00 (AAPL1820G45-4),0.0,0.0,125.60,127.45,0,0,18 Jul 45.00 (AAPL1820S45-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 45.00 (AAPL1820G45-8),0.0,0.0,124.30,128.65,0,0,18 Jul 45.00 (AAPL1820S45-8),0.0,0.0,0.0,0.30,0,0,
18 Jul 45.00 (AAPL1820G45-A),0.0,0.0,0.0,0.0,0,0,18 Jul 45.00 (AAPL1820S45-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 45.00 (AAPL1820G45-B),0.0,0.0,124.00,128.65,0,0,18 Jul 45.00 (AAPL1820S45-B),0.0,0.0,0.0,2.13,0,0,
18 Jul 45.00 (AAPL1820G45-E),0.0,0.0,125.60,127.45,0,0,18 Jul 45.00 (AAPL1820S45-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 45.00 (AAPL1820G45-I),0.0,0.0,124.25,128.65,0,0,18 Jul 45.00 (AAPL1820S45-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 45.00 (AAPL1820G45-J),0.0,0.0,124.00,128.65,0,0,18 Jul 45.00 (AAPL1820S45-J),0.0,0.0,0.0,0.29,0,0,
18 Jul 45.00 (AAPL1820G45-K),0.0,0.0,124.00,128.65,0,0,18 Jul 45.00 (AAPL1820S45-K),0.0,0.0,0.0,2.13,0,0,
18 Jul 45.00 (AAPL1820G45-O),0.0,0.0,124.00,128.65,0,0,18 Jul 45.00 (AAPL1820S45-O),0.0,0.0,0.0,2.13,0,0,
18 Jul 45.00 (AAPL1820G45-OG),0.0,0.0,124.30,128.65,0,0,18 Jul 45.00 (AAPL1820S45-OG),0.0,0.0,0.0,2.13,0,0,
18 Jul 45.00 (AAPL1820G45-P),0.0,0.0,0.0,0.0,0,0,18 Jul 45.00 (AAPL1820S45-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 45.00 (AAPL1820G45-S),0.0,0.0,124.25,128.60,0,0,18 Jul 45.00 (AAPL1820S45-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 45.00 (AAPL1820G45-X),0.0,0.0,124.05,128.60,0,0,18 Jul 45.00 (AAPL1820S45-X),0.0,0.0,0.0,0.29,0,0,
18 Jul 45.00 (AAPL1820G45-Y),0.0,0.0,125.60,127.35,0,0,18 Jul 45.00 (AAPL1820S45-Y),0.0,0.0,0.0,0.15,0,0,
18 Jul 50.00 (AAPL1820G50),0.0,0.0,120.65,122.35,0,0,18 Jul 50.00 (AAPL1820S50),0.0,0.0,0.0,0.02,0,0,
18 Jul 50.00 (AAPL1820G50-3),0.0,0.0,119.35,123.65,0,0,18 Jul 50.00 (AAPL1820S50-3),0.0,0.0,0.0,2.14,0,0,
18 Jul 50.00 (AAPL1820G50-4),0.0,0.0,120.65,122.40,0,0,18 Jul 50.00 (AAPL1820S50-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 50.00 (AAPL1820G50-8),0.0,0.0,119.35,123.65,0,0,18 Jul 50.00 (AAPL1820S50-8),0.0,0.0,0.0,0.36,0,0,
18 Jul 50.00 (AAPL1820G50-A),0.0,0.0,0.0,0.0,0,0,18 Jul 50.00 (AAPL1820S50-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 50.00 (AAPL1820G50-B),0.0,0.0,119.00,123.65,0,0,18 Jul 50.00 (AAPL1820S50-B),0.0,0.0,0.0,2.14,0,0,
18 Jul 50.00 (AAPL1820G50-E),0.0,0.0,120.65,122.40,0,0,18 Jul 50.00 (AAPL1820S50-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 50.00 (AAPL1820G50-I),0.0,0.0,119.30,123.65,0,0,18 Jul 50.00 (AAPL1820S50-I),0.0,0.0,0.0,0.02,0,0,
18 Jul 50.00 (AAPL1820G50-J),0.0,0.0,119.00,123.65,0,0,18 Jul 50.00 (AAPL1820S50-J),0.0,0.0,0.0,0.30,0,0,
18 Jul 50.00 (AAPL1820G50-K),0.0,0.0,119.00,123.65,0,0,18 Jul 50.00 (AAPL1820S50-K),0.0,0.0,0.0,2.14,0,0,
18 Jul 50.00 (AAPL1820G50-O),0.0,0.0,119.00,123.55,0,0,18 Jul 50.00 (AAPL1820S50-O),0.0,0.0,0.0,2.14,0,0,
18 Jul 50.00 (AAPL1820G50-OG),0.0,0.0,119.30,123.65,0,0,18 Jul 50.00 (AAPL1820S50-OG),0.0,0.0,0.0,2.14,0,0,
18 Jul 50.00 (AAPL1820G50-P),0.0,0.0,0.0,0.0,0,0,18 Jul 50.00 (AAPL1820S50-P),0.0,0.0,0.0,0.0,0,0,
18 Jul 50.00 (AAPL1820G50-S),0.0,0.0,119.30,123.60,0,0,18 Jul 50.00 (AAPL1820S50-S),0.0,0.0,0.0,0.02,0,0,
18 Jul 50.00 (AAPL1820G50-X),0.0,0.0,119.05,123.60,0,0,18 Jul 50.00 (AAPL1820S50-X),0.0,0.0,0.0,0.30,0,0,
18 Jul 50.00 (AAPL1820G50-Y),0.0,0.0,120.60,122.35,0,0,18 Jul 50.00 (AAPL1820S50-Y),0.0,0.0,0.0,0.02,0,0,
18 Jul 55.00 (AAPL1820G55),0.0,0.0,115.65,117.35,0,0,18 Jul 55.00 (AAPL1820S55),0.0,0.0,0.0,0.03,0,0,
18 Jul 55.00 (AAPL1820G55-3),0.0,0.0,114.35,118.65,0,0,18 Jul 55.00 (AAPL1820S55-3),0.0,0.0,0.0,2.14,0,0,
18 Jul 55.00 (AAPL1820G55-4),0.0,0.0,115.65,117.40,0,0,18 Jul 55.00 (AAPL1820S55-4),0.0,0.0,0.0,0.16,0,0,
18 Jul 55.00 (AAPL1820G55-8),0.0,0.0,114.05,118.65,0,0,18 Jul 55.00 (AAPL1820S55-8),0.0,0.0,0.0,0.31,0,0,
18 Jul 55.00 (AAPL1820G55-A),0.0,0.0,0.0,0.0,0,0,18 Jul 55.00 (AAPL1820S55-A),0.0,0.0,0.0,0.0,0,0,
18 Jul 55.00 (AAPL1820G55-B),0.0,0.0,114.00,118.65,0,0,18 Jul 55.00 (AAPL1820S55-B),0.0,0.0,0.0,2.14,0,0,
18 Jul 55.00 (AAPL1820G55-E),0.0,0.0,115.65,117.40,0,0,18 Jul 55.00 (AAPL1820S55-E),0.0,0.0,0.0,0.16,0,0,
18 Jul 55.00 (AAPL1820G55-I),0.0,0.0,114.30,118.65,0,0,18 Jul 55.00 (AAPL1820S55-I),0.0,0.0,0.0,0.03,0,0,
18 Jul 55.00 (AAPL1820G55-J),0.0,0.0,114.00,118.65,0,0,18 Jul 55.00 (AAPL1820S55-J),0.0,0.0,0.0,0.23,0,0,
18 Jul 55.00 (AAPL1820G55-K),0.0,0.0,114.00,118.65,0,0,18 Jul 55.00 (AAPL1820S55-K),0.0,0.0,0.0,2.14,0,0,
